Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Analyze Quant Version,10.2,Report Quant Version,10.2
Epichlorohydrin,,,,
Data File,Type,RT,Resp.,Final Conc.
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 12:32:32,Data File,HC-19.D
Type,Sample,Name,HC-19
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 12:42:43,Data File,HC-20.D
Type,Sample,Name,HC-20
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 12:52:58,Data File,HC-21.D
Type,Sample,Name,HC-21
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 1:03:14,Data File,HC-22.D
Type,Sample,Name,HC-22
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 1:13:23,Data File,HC-23.D
Type,Sample,Name,HC-23
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 1:23:38,Data File,HC-24.D
Type,Sample,Name,HC-24
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 1:33:52,Data File,HC-25.D
Type,Sample,Name,HC-25
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 1:44:07,Data File,HC-26.D
Type,Sample,Name,HC-26
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 1:54:23,Data File,HC-27.D
Type,Sample,Name,HC-27
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 2:04:39,Data File,HC-28.D
Type,Sample,Name,HC-28
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 2:14:51,Data File,HC-29.D
Type,Sample,Name,HC-29
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 2:25:06,Data File,HC-30.D
Type,Sample,Name,HC-30
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 2:35:22,Data File,MBK-2.D
Type,Blank,Name,MBK-2
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 2:55:49,Data File,C-C-V-2.D
Type,QC,Name,C-C-V-2
Dil.,1,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin,6.290,13954,1.796,mg/L
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 3:06:00,Data File,YS-01.D
Type,Sample,Name,YS-01
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 3:16:16,Data File,YS-02.D
Type,Sample,Name,YS-02
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 3:26:29,Data File,YS-03.D
Type,Sample,Name,YS-03
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 3:36:45,Data File,YS-04.D
Type,Sample,Name,YS-04
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 3:46:58,Data File,YS-05.D
Type,Sample,Name,YS-05
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 3:57:09,Data File,YS-06.D
Type,Sample,Name,YS-06
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 4:07:21,Data File,YS-07.D
Type,Sample,Name,YS-07
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 4:17:35,Data File,YS-08.D
Type,Sample,Name,YS-08
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 4:27:50,Data File,YS-09.D
Type,Sample,Name,YS-09
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 4:37:59,Data File,YS-10.D
Type,Sample,Name,YS-10
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 4:48:12,Data File,YS-11.D
Type,Sample,Name,YS-11
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 4:58:26,Data File,YS-12.D
Type,Sample,Name,YS-12
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 5:08:36,Data File,YS-13.D
Type,Sample,Name,YS-13
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 5:18:50,Data File,YS-14.D
Type,Sample,Name,YS-14
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 5:29:03,Data File,YS-15.D
Type,Sample,Name,YS-15
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 5:39:17,Data File,YS-16.D
Type,Sample,Name,YS-16
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 5:49:31,Data File,YS-17.D
Type,Sample,Name,YS-17
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 5:59:46,Data File,YS-18.D
Type,Sample,Name,YS-18
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 6:09:57,Data File,MBK-3.D
Type,Blank,Name,MBK-3
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 6:30:27,Data File,C-C-V-3.D
Type,QC,Name,C-C-V-3
Dil.,1,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin,6.290,14991,1.917,mg/L
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 6:40:37,Data File,HJ-01.D
Type,Sample,Name,HJ-01
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 6:50:47,Data File,HJ-02.D
Type,Sample,Name,HJ-02
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
